blood_group,user_id,company,registration,address,ssn,username,name,mail,station_ID,longitude,latitude
O+,300,Watts-Hickman,2019-05-04,"2853 Bethany Views Suite 401, Lake Samantha, MS 88612",141-22-1103,richardrodriguez,Kathleen Taylor,roynicholson@yahoo.com,227,47.168482,149.115808
AB+,1079,Smith-Lloyd,2019-05-29,"580 Stephens Trafficway, Lake Davidstad, AK 71007",302-16-8867,philliplozano,Michelle Cummings,probles@hotmail.com,11,,
O+,67,Reid-Smith,2019-07-13,"618 Andre Avenue Apt. 708, Timothyland, AK 16904",550-70-8375,ptaylor,Kyle Harrington,fernandezrobert@yahoo.com,169,-34.564099,-93.286161
AB+,962,Kensy KG,2022-10-09,"Kranzstr. 18-36, 96340 Coburg",808-61-5091,weimerhassan,Kemal Hettner,hauffereveline@gmx.de,654,81.234769,8.902501
B-,878,"Davis, Cowan and West",2024-12-30,,434-50-0465,hcollier,Zachary Gray,curtis00@gmail.com,550,-34.088579,-40.777694
A+,135,Araújo Ltda.,2025-08-11,"Viaduto de da Rosa, 44, Belvedere, 56322-040 da Rosa do Campo / SP",06178529449,lda-cruz,Hadassa Dias,sophie79@bol.com.br,331,-50.6374715,-133.286613
AB+,2004,Gradenigo-Chigi s.r.l.,2021-06-18,"Strada Lucio, 613 Appartamento 8, 61022, Morciola (PU)",BRGFDG40R65C231S,lucreziagarozzo,Marco Carriera,spanevelloroman@yahoo.com,528,-30.344697,103.780403
AB-,1320,合同会社山本印刷,2020-03-01,三重県印旛郡栄町虎ノ門32丁目5番6号 シャルム千塚415,343-44-3053,taro51,佐々木 浩,atsushitakahashi@hotmail.com,536,,
B+,201,Aragão Caldeira Ltda.,2023-01-22,"Viela Alves, 805, Padre Eustáquio, 50766429 Ferreira / RJ",18734529004,gabrielly26,Juliana Araújo,qcamargo@bol.com.br,213,,
O-,1906,da Cruz Vargas - EI,2021-04-17,"Estação Rezende, 133, Santa Efigênia, 10479622 Farias / MT",51679342061,kaique14,Marcela Jesus,manuella21@gmail.com,647,31.617736,2.151318
B-,2024,Fischer GbR,2025-03-20,"Hofmannstraße 35-59, 21594 Roth",083-33-3295,rbaehr,Kai-Uwe Fiebig,ritaspiess@web.de,406,-13.7038995,-107.150992
AB+,1551,Blair-Gomez,2025-08-27,"085 Baker Mount, North Krista, OK 18349",723-83-3773,tayloranthony,Charles Barr,tkrause@hotmail.com,533,35.6535615,-7.101043
A-,258,"Duse, Peano e Interminelli e figli",2023-01-27,,FGGPRG89M58F420U,danteravaglioli,Paloma Ferrazzi,callegarifabrizio@outlook.com,312,-80.5344515,80.936656
O+,730,Hertrampf,2019-03-03,"Traugott-Stiffel-Straße 6/7, 75844 Reutlingen",959-11-3617,jolanthe64,Kenneth Mülichen MBA.,wernerhans-detlef@aol.de,426,-86.061666,-19.144352
A+,1981,Schmiedt Röhricht Stiftung & Co. KG,2023-02-11,"Tilo-Sauer-Gasse 71, 45122 Hohenstein-Ernstthal",089-09-4695,finkeheinz-wilhelm,Wibke Salz B.Sc.,giorgio96@gmail.com,168,37.578026,66.792123
A+,1653,"Bullock, Hernandez and Wells",2022-11-27,,016-80-9866,briannacooley,Sarah Campbell,janicemolina@hotmail.com,9,-53.238406,115.720249
B-,1320,Santos Ltda.,2023-03-04,"Rua Caio Albuquerque, 56, Fazendinha, 52203125 da Cunha de Fernandes / PE",15284906730,maria-juliafernandes,Bruna Teixeira,auroranunes@gmail.com,330,,
A-,1627,佐藤銀行有限会社,2023-10-09,岩手県豊島区平須賀13丁目6番15号 アーバン渡辺766,851-03-7591,satosatomi,加藤 篤司,hidekisuzuki@hotmail.com,532,-6.184024,-14.31671
B-,286,合同会社阿部農林,2024-12-14,,734-33-0144,yumiko76,伊藤 真綾,syamaguchi@gmail.com,605,-35.395986,-17.958866
B+,514,Hesse OHG mbH,2024-10-26,"Josefine-Zahn-Ring 6/3, 29355 Bersenbrück",832-11-6932,junkenevelin,Ing. Anette Schleich B.Sc.,vinkomeister@gmail.com,180,-63.1952685,62.97989
A+,1427,da Mota Ltda.,2018-12-30,"Feira Sabrina Aragão, 51, Vila Inestan, 04379163 Andrade / RR",23506189433,marquescalebe,Dra. Alexia Barros,esther57@gmail.com,158,3.532614,78.746266
AB-,1113,Monroe PLC,2022-05-27,"7446 Nicole Drive, Wilsonport, SD 37467",070-63-4631,lowetiffany,Joseph Wilson,halljeffrey@hotmail.com,50,43.3682725,-160.10174
A-,1658,Pellegrini-Zabarella e figli,2024-11-18,"Via Avogadro, 156, 10124, Torino (TO)",GRCGSN45H68I154Q,toscanilando,Vanessa Cristoforetti,dballa@fastwebnet.it,620,-45.4741095,-102.817865
O+,1661,Mozart-Galvani e figli,2019-11-05,"Stretto Altera, 679, 22044, Inverigo (CO)",GRCFRC01L17C703Y,lucio95,Rosalia Bartoli,aldo62@gmail.com,307,-70.2857985,157.217007
O+,1274,"Taylor, Bautista and Johnson",2025-09-15,"7569 Garrett Radial, Weissland, DE 82274",659-91-0692,utorres,Steven Roy,kristinroberson@yahoo.com,519,-78.1211185,39.023562
AB+,1927,"Delacruz, Rice and James",2020-11-03,"3439 Boyer Lodge, Lake Lindsay, PW 66337",141-99-4419,audrey19,Julie Price,richard32@gmail.com,352,-59.1143165,-101.515736
B+,1635,Moraes,2020-09-01,"Trecho Alexandre Santos, 44, Vila São Francisco, 49055683 Almeida dos Dourados / TO",84950263170,maria-florgoncalves,Ravi Lucca Pacheco,ribeirorodrigo@yahoo.com.br,23,-58.445269,89.184112
O-,1131,Alboni Group,2018-10-18,"Incrocio Fabia, 49, 13010, Villata (VC)",LGRLCU08A63G614E,benvenutostefanelli,Dott. Maura Ceri,saracinofranco@virgilio.it,245,-71.7599415,-119.031574
AB-,886,Espinoza-Brown,2023-04-15,"51316 Brown Underpass Suite 576, Lake Samantha, VI 23546",125-20-1200,amandamartinez,Stephen Diaz,andrewhamilton@hotmail.com,115,-82.8602585,90.990249
B+,555,James and Sons,2019-10-01,"74036 Mccullough Rapid, Terrimouth, WI 21013",171-50-6132,nmccormick,Sean Clark,xrodriguez@gmail.com,1,-66.418086,62.696487
B-,176,佐藤保険有限会社,2024-05-24,広島県横浜市港南区浅草35丁目5番17号 蟇沼シティ628,325-10-5883,bsato,石井 花子,shota35@gmail.com,421,-84.0713475,56.703796
AB+,8,伊藤農林合同会社,2023-04-17,滋賀県横浜市鶴見区山中新田2丁目17番3号 二つ室シャルム151,451-44-3543,yokada,山口 香織,harukamori@yahoo.com,430,-14.501339,-60.277405
B+,1597,Bender KG,2019-07-19,"Hethurplatz 46, 24438 Konstanz",960-15-4478,hartungrosalie,Helena Schulz-Döhn,luciekrein@web.de,237,-89.576378,-91.245555
AB-,383,Karz Ullmann AG,2019-07-19,"Joerg-Paffrath-Weg 7-7, 41645 Lörrach",246-28-7971,elena25,George Loos MBA.,vinko78@yahoo.de,685,-15.342468,-127.348008
O+,686,佐藤鉱業株式会社,2025-09-22,鳥取県品川区南赤田9丁目14番19号 パーク独鈷沢451,559-57-7266,rfukuda,斉藤 里佳,okamotomomoko@gmail.com,33,-46.725119,-108.546849
O-,154,Barros e Filhos,2025-06-16,"Vereda Silva, 89, Providencia, 09763-837 Duarte do Sul / RR",36780924547,juliamendes,Gabriela Costa,csales@bol.com.br,214,-31.7294455,-112.867383
O+,730,Carvalho Montenegro Ltda.,2022-07-19,"Rua de Campos, 35, Santa Monica, 51789098 Ferreira Grande / RO",54938726092,npeixoto,Augusto Vasconcelos,da-mataheloisa@hotmail.com,30,-39.0463575,-93.49722
A+,1950,Andrade - EI,2022-01-28,"Núcleo Macedo, 466, Corumbiara, 43830-319 Pinto da Mata / SE",19064587310,pramos,Dr. Kevin Moraes,sousaoliver@bol.com.br,731,19.517299,-171.681768
AB-,390,Ribeiro - EI,2023-04-02,"Distrito de Novais, 80, Custodinha, 14164-737 Novaes das Flores / RO",74305216817,martinsrodrigo,Stella Albuquerque,castromaria-isis@uol.com.br,72,36.779429,151.447586
O-,1147,"Atkins, Mullen and Johnson",2020-11-29,"800 Garcia Haven, West Nicholasbury, CT 60777",717-17-8430,jenniferdean,Alyssa Morgan,susanmeyer@yahoo.com,261,-21.4125165,-102.501147
AB-,938,Barth GmbH & Co. OHG,2022-03-03,"Kargestraße 89/31, 01514 Stadtroda",289-77-4716,lhering,Fredo Stey,freudenbergerheinz-josef@web.de,39,-60.9537825,-19.480944
A-,2081,Ullrich,2025-01-23,,743-45-6170,bdrubin,Ing. Mustafa Weimer B.Sc.,cetinkuhl@hotmail.de,593,29.936179,9.355469
AB-,336,Novaes,2020-07-02,"Rodovia Vicente Andrade, 90, Bacurau, 03189-200 Barros / PE",72510364871,marianovais,Alícia Pereira,lda-paz@gmail.com,533,73.768279,135.675956
AB-,1197,Papafava-Borromeo e figli,2023-11-15,"Incrocio Letizia, 60, 64021, Giulianova (TE)",BSCRSN99B06I279V,fulvio26,Lazzaro Lippomano-Alboni,zacchiagilberto@tim.it,260,77.540461,-132.35415
AB-,459,Renner,2023-05-09,,102-40-7986,alessandro61,Dimitrios Mosemann,junkenfelicitas@aol.de,729,-83.4390385,-125.662554
B+,979,Montenegro S/A,2019-10-31,,20485613735,carolina53,Maria Liz Ribeiro,davi-lucas87@yahoo.com.br,296,21.159505,-125.974112
B+,188,"Ludovisi, Calarco e Ariosto e figli",2021-09-30,"Borgo Bodoni, 8 Piano 3, 38035, Moena (TN)",PCMGLS14A51G191Y,biancapetrucelli,Livio Ferrabosco,federigo93@poste.it,612,88.847361,-61.858734
A+,293,Schmidt Warmer AG & Co. KG,2019-06-08,"Mangoldstraße 4716, 42750 Wunsiedel",003-00-5114,ihornig,Stefano Schlosser,albertoestrovsky@gmail.com,621,67.188417,36.912679
O-,2149,Baum Carsten GmbH,2025-02-10,,351-53-6211,alwina04,Alla Heser,felicitasscheibe@yahoo.de,456,-82.879586,-113.024695
O+,2094,Casa Grande,2025-04-11,"Praia Maria Julia Barros, 78, Vila Ipiranga, 42972-660 Teixeira de Goiás / AP",89453271004,aragaomarcelo,Srta. Lívia Pires,dmachado@hotmail.com,431,-5.1144925,24.690216
A-,584,有限会社石井銀行,2024-07-07,愛知県大田区上広谷27丁目20番10号 クレスト前弥六南町297,701-65-7024,efukuda,近藤 淳,suzukikaori@hotmail.com,53,66.067176,31.216077
AB+,790,da Mata,2023-05-06,"Passarela Oliveira, 2, Ambrosina, 45818211 Marques / SE",58039241723,ana-laura99,Luigi Vieira,otavio20@hotmail.com,181,-5.542793,-147.364391
AB+,1529,石川水産株式会社,2021-04-22,,156-24-3466,qaoki,中村 涼平,chiyo43@gmail.com,420,-81.924575,-149.681359
AB+,1862,da Paz S.A.,2019-03-24,"Esplanada Liam Aragão, 84, Santana Do Cafezal, 40994-206 Sousa das Pedras / RR",49637218050,afonseca,Bruna Ferreira,dalmeida@hotmail.com,179,17.3560465,-43.070116
A+,2144,Christoph,2019-10-08,"Holger-Schuster-Weg 353, 43813 Angermünde",938-87-2410,eleonora76,Ria Siering,claraputz@yahoo.de,244,21.145601,71.799632
O-,1292,Vollbrecht Kohl GmbH,2021-08-15,"Nurten-Hornig-Ring 67, 79607 Lüdenscheid",048-98-7910,german35,Heinz-Walter Hänel,gino84@yahoo.de,148,-54.9606995,102.487206
B-,1499,Pruschke Stiftung & Co. KGaA,2025-04-07,"Arthur-Lindau-Allee 274, 98393 Schwandorf",296-51-4025,kreuter,Joachim Linke,tweitzel@hotmail.de,162,27.479875,82.234934
AB-,715,Stephens Inc,2021-06-25,"4719 Antonio Gardens, New Jessica, AR 36561",874-43-0667,hendersonmonique,Veronica Fletcher,mary75@yahoo.com,282,84.1633185,89.847402
AB+,554,da Mata,2024-08-12,"Lago Souza, 29, Conjunto Paulo Vi, 37352608 Rocha do Amparo / GO",03657824910,rafaelacarvalho,Enzo Pereira,mateusrocha@gmail.com,641,0.137518,9.603979
A-,717,Morrow-Weaver,2020-03-05,,313-81-6086,woodelizabeth,Philip Roach,sean48@yahoo.com,639,-20.8525375,-5.78698
B+,1989,Correia Brito e Filhos,2019-01-09,"Distrito Ana Carolina Garcia, 53, São Paulo, 07034510 Novaes das Pedras / MG",26380457135,ivieira,Luan Leão,albuquerquehadassa@gmail.com,353,-0.335254,36.490837
B-,1963,Moraes Ltda.,2019-09-27,"Ladeira Fonseca, 301, Lourdes, 62416-361 das Neves do Sul / MT",78123564007,benicio34,Guilherme Brito,luiz-fernando95@gmail.com,209,-38.1288405,-86.791699
A-,822,Siqueira,2019-12-21,"Fazenda Fogaça, 68, Pousada Santo Antonio, 80107-656 Sampaio do Sul / PI",40973862122,martinslucca,Marcos Vinicius Moreira,fariasrodrigo@gmail.com,5,55.6123985,-170.303605
O+,438,株式会社鈴木農林,2020-04-07,栃木県三鷹市油井12丁目11番13号,649-55-8540,xfukuda,西村 舞,takuma60@yahoo.com,109,-14.3531485,-100.311178
A-,1889,有限会社清水食品,2025-06-25,神奈川県大島町幸手42丁目4番13号,360-74-0016,taichi17,福田 千代,akirasato@gmail.com,283,15.4763315,18.005614
AB-,88,Wallace Ltd,2020-06-21,"807 Wolf Terrace, South Alishamouth, VI 52867",660-75-0952,tammy46,Vanessa Pope,thomas78@yahoo.com,309,-43.755141,-106.137716
A+,173,da Mota,2021-04-30,"Estrada Dias, Esplanada, 39459-561 das Neves / RN",89402653198,da-luzana-cecilia,Hadassa Garcia,ana-juliafonseca@uol.com.br,456,48.6283925,-32.397722
O-,14,Grifeo s.r.l.,2022-05-04,"Canale Montesano, 616, 70020, Bitetto (BA)",PRLMRS93S03L225G,camiscionealessio,Napoleone Petralli,cesareinteriano@outlook.com,335,11.700877,-179.754606
A+,1139,Maffei SPA,2022-02-01,"Canale Sansoni, 981, 16155, Pegli (GE)",GRZCLD53P25H839S,zballa,Dott. Claudia Sauro,lturati@libero.it,289,-22.867257,63.230469
A-,371,Collins-Stanley,2021-10-30,,121-52-7546,joseporter,Jerry Jackson,torresjennifer@hotmail.com,272,47.752601,-42.314285
B+,240,Vega PLC,2024-06-02,,273-04-0804,vburton,Shelly Lopez,cody80@hotmail.com,524,-47.8713955,-122.398552
A-,1544,Möchlichen AG,2022-11-18,"Rouven-Margraf-Gasse 531, 24825 Sternberg",647-47-4614,klara00,Betina Hein,jan-peterjacob@googlemail.com,95,-58.6016495,93.142152
O+,960,Fusani e figli,2025-02-26,,CVLFLV39R14G105J,ritazanazzo,Ernesto Cuzzocrea,carneralazzaro@libero.it,147,-70.8471025,-33.533191
AB+,1834,Gentili-Geraci e figli,2022-08-31,"Via Beatrice, 61, 83034, Casalbore (AV)",FRCGBL25R67H936J,gianluca25,Tiziana Marinetti,pompeoferraris@hotmail.it,9,,
O+,467,"Padilla, Williams and Kerr",2019-06-01,"8896 Nancy Cove, Jamesland, AL 68324",278-75-0203,murphyhannah,Abigail Holland,gthomas@gmail.com,177,-68.1684295,8.129605
B+,912,Vergerio s.r.l.,2023-04-28,"Rotonda Mariano, 16 Appartamento 86, 42030, Viano (RE)",MDGDNI52P69A606M,bottaropasqual,Letizia Cilea-Argentero,graziano42@fastwebnet.it,281,88.9707995,91.080394
O-,840,Weber-Powell,2019-07-24,"PSC 0804, Box 8211, APO AA 09591",556-23-1570,collinsmelissa,Joel Barron,solomonmary@hotmail.com,112,-77.4583305,-144.868409
B+,2010,Johnson-Gilmore,2019-01-06,"71536 Stein Village, West Joyceside, NM 29954",771-73-3235,npatel,Jessica Little,lkeller@yahoo.com,665,-14.781508,100.880775
B+,939,渡辺保険株式会社,2019-01-15,三重県稲城市六番町19丁目9番20号 シャルム秋葉原509,257-15-0748,kimurayoichi,中川 あすか,maitakahashi@gmail.com,312,52.1929505,-43.159235
A+,1117,Casarin-Salgari s.r.l.,2021-02-10,,CLGRMN06H25C624Q,nicoletta06,Paola Segrè,ostaglieno@libero.it,354,68.7273665,16.479357
B+,269,株式会社渡辺運輸,2018-11-13,北海道大網白里市花川戸22丁目3番19号 蟇沼シャルム589,868-62-2913,manabuyoshida,森 美加子,sayuriendo@gmail.com,362,-62.540894,-161.788194
AB-,1477,Todd Inc,2023-03-02,"358 Coleman Streets Suite 700, Hectorfort, TX 89178",643-34-1924,lmiller,Katherine Pham,brittany51@yahoo.com,691,20.3157815,-124.925999
AB-,1404,佐藤印刷株式会社,2022-02-21,大阪府南房総市土沢31丁目13番14号 明石町シャルム896,268-76-2556,nakamurashota,斉藤 直子,fujiwarachiyo@gmail.com,277,11.2717215,-179.980856
B-,1009,Correia Vargas - EI,2022-01-30,"Estação Fogaça, 4, São Francisco Das Chagas, 83510326 Câmara Alegre / BA",69718250395,lucas-gabriel84,Marcela Siqueira,unascimento@ig.com.br,27,-82.5264355,49.89727
A+,554,Hecker,2022-11-05,"Emine-Bärer-Ring 51-29, 72355 Pegnitz",982-75-4917,thiller,Mechtild Roskoth,jditschlerin@web.de,171,7.347469,22.671611
O-,2103,Wade and Sons,2023-12-16,"3249 Andrea Track Apt. 368, Alfredmouth, HI 07133",586-25-3718,mdonaldson,Justin Payne,michaelhiggins@yahoo.com,658,33.934572,-159.686434
AB+,815,Renner Schweitzer GmbH,2022-09-02,,044-58-4109,njunck,Prof. Alexa Schweitzer B.A.,adolphsybille@hotmail.de,659,-50.9062395,154.316342
A+,1398,坂本情報株式会社,2022-03-25,佐賀県印旛郡酒々井町下吉羽16丁目5番13号 台東クレスト586,604-63-0561,oishii,佐藤 花子,satomi28@gmail.com,332,-82.2415485,174.964053
B+,1476,Kerr-Cole,2025-08-27,"5871 Crawford Turnpike, Garybury, WV 50975",326-09-9832,rebeccamcclain,Richard Huerta,stacey45@gmail.com,717,-69.34297,142.128832
AB+,1310,高橋電気有限会社,2022-03-11,岐阜県横浜市港南区横林21丁目8番4号 外国府間パーク082,212-58-7604,ptakahashi,福田 舞,yoshidaatsushi@gmail.com,123,21.555456,-159.103082
O-,1417,山本食品有限会社,2021-07-26,,474-68-2085,naoto14,森 加奈,nanami16@gmail.com,53,-44.9743615,38.165202
O-,1035,da Mota,2020-06-23,"Travessa Jade Fonseca, 664, Palmeiras, 70736236 Andrade do Sul / SC",60435791893,earagao,Luara da Cruz,caroline44@gmail.com,177,58.414724,130.984871
A-,156,Ernst Bruder GmbH,2023-09-21,"Kreingasse 7, 22585 Vilsbiburg",316-43-0795,mirjanawiek,Falk Gnatz,wsteinberg@gmx.de,630,-27.484458,-98.944185
O+,3,Vasquez-Johnson,2019-01-15,"788 William Junction, Birdside, AL 67997",210-15-9397,brucewhite,Tracy Johnson,kdavidson@gmail.com,68,-16.667075,-79.58388
A-,643,Boucsein,2022-10-12,"Emil-Hoffmann-Gasse 6-3, 34368 Peine",578-70-6240,ackermannflorentine,Resi Weller-Schweitzer,egbert16@hotmail.de,472,21.1515095,73.992338
A+,28,Cavalcante,2023-04-16,,31407695800,alvesjose,Lunna Melo,danilo64@hotmail.com,65,52.573146,-86.1464
O-,2101,藤原運輸合同会社,2021-12-24,静岡県富津市羽折町34丁目7番16号 ハイツ太田ヶ谷791,274-36-7159,kazuyanakamura,小川 京助,haruka92@gmail.com,12,-15.3598045,-53.746299
O+,2009,Raimondi SPA,2023-11-18,"Via Monaco, 1 Piano 2, 98020, Mandanici (ME)",BRSPNI76L09I917L,bazzihugo,Paola Veneziano,evangelistanotarbartolo@hotmail.com,502,43.869625,153.854205
A-,680,Gute,2018-10-31,"Killerstr. 272, 80689 Hersbruck",432-02-6217,ogutknecht,Dr. Heinz-Werner Conradi,gkostolzin@aol.de,621,27.806122,69.769278
A-,772,Vasconcelos da Luz - EI,2022-11-03,"Jardim Elisa da Mata, 767, Estrela, 94487-078 Brito de Nunes / RS",20435769170,qbrito,Srta. Bianca Viana,cunhaluana@ig.com.br,551,52.4750425,6.049286
A-,1955,Antonioni SPA,2024-08-04,"Vicolo Morlacchi, 2 Piano 9, 46036, Revere (MN)",FLNPTZ66S30G150R,giorgiatarchetti,Enrico Tron,iolanda71@tiscali.it,534,45.393307,-24.892441
O-,1908,"Andrews, Carpenter and Gibson",2019-05-15,"339 Gail Spur Apt. 453, Port Daisy, NE 98564",738-07-6376,christysmith,Danny George,amanda16@yahoo.com,57,-30.9782975,-146.216129
O+,1493,Silveira da Paz S.A.,2022-01-08,"Colônia Pinto, 374, Vila São Gabriel Jacui, 88048-990 da Rocha da Prata / RS",64958710310,hadassacirino,Dr. Augusto Silva,ester54@gmail.com,501,-16.8103565,95.125372
A+,1918,Hunt Inc,2020-08-10,"774 Todd Inlet, New Kaylastad, GA 36550",514-66-8602,barnesfaith,Michael Larson,ryanchurch@gmail.com,292,80.4694195,-1.438706
A-,437,das Neves,2022-12-20,,09863152730,maria-vitoria13,Francisco da Cruz,garciavicente@yahoo.com.br,655,37.866939,-104.504956
B-,1006,Vargas,2023-01-08,"Fazenda Juan Cavalcante, 83, Gameleira, 25143-688 da Costa de Goiás / ES",92405871360,maria-lizmoreira,Ana Lívia Cirino,borgeszoe@hotmail.com,406,38.908754,-9.062253
A+,2065,"Pometta, Forza e Fusani SPA",2024-11-17,"Via Comisso, 1 Piano 1, 12069, Cinzano (CN)",SSLZRA27B15F294R,luiginavalmarana,Arnaldo Segrè,loredana29@alice.it,452,40.679378,101.214212
B+,46,有限会社岡本銀行,2018-10-12,愛知県横浜市港北区外神田19丁目3番10号 戸塚町ハイツ766,545-22-6097,maiito,福田 直子,hidekiyoshida@gmail.com,8,75.373706,55.273971
O-,2062,Guerra,2025-06-14,"Alameda de Marques, 47, Engenho Nogueira, 34632-094 Peixoto das Flores / TO",78391045250,qfonseca,Bianca Viana,davi-miguel39@ig.com.br,125,36.9029955,58.032485
O-,499,Canali-Cannizzaro e figli,2023-09-07,,BTTFRN92D48C933P,krubbia,Anita Baroffio,pacetiziana@gmail.com,91,-82.148098,22.211032
B+,1007,"Garza, Bowman and Taylor",2024-03-26,,721-75-6032,daniel32,Patricia Jackson,macdonaldteresa@gmail.com,333,48.7030545,-63.471641
AB+,562,佐藤建設合同会社,2023-07-06,三重県あきる野市上高野10丁目21番17号 権現堂クレスト593,096-77-6787,atsushi78,山本 舞,katosayuri@hotmail.com,624,-9.9821135,-8.344331
A-,173,"Smith, Richardson and Johnson",2023-08-22,"PSC 8718, Box 8657, APO AE 97922",760-91-6177,kjohnson,Timothy Johnson,michael50@yahoo.com,312,-69.5975755,147.695701
AB-,210,Cox Ltd,2024-01-30,"7051 Troy Villages, East Aaron, PR 61978",604-78-8885,ecalhoun,Adam Rojas,billy98@yahoo.com,549,-83.600127,176.570448
B-,64,Kade Knappe AG,2024-08-18,"Volkhard-Weinhold-Straße 12/52, 84804 Höxter",120-76-5824,piepercarina,Ing. Korinna Gieß B.Sc.,albrecht99@yahoo.de,582,-76.0054565,-162.500907
O-,1647,Duarte Novaes - EI,2022-08-10,"Praia Sofia Moreira, 944, Leonina, 02278997 Cirino / SC",31469728591,camarajose-miguel,Manuella Novais,kfernandes@ig.com.br,529,-29.8063845,127.447167
AB+,135,Calarco e figli,2020-03-21,"Vicolo Bova, 22 Piano 7, 81053, Riardo (CE)",BNRGLT27S30G296J,sonninoannalisa,Eraldo Necci-Farina,giustino50@libero.it,283,-1.996796,159.856735
O+,2057,Speer KGaA,2022-10-10,"Martine-Hahn-Gasse 10/73, 87657 Iserlohn",965-33-1589,liebeltroswitha,Frau Ira Kraus,qhenschel@aol.de,263,-13.0799245,126.638967
AB-,238,渡辺銀行株式会社,2021-12-29,兵庫県世田谷区東上野16丁目20番13号,306-19-7298,nanamisaito,中島 充,csuzuki@hotmail.com,135,-33.753236,-24.847045
O-,309,Barros,2021-03-21,"Ladeira Peixoto, 8, Cidade Jardim Taquaril, 97281-961 Almeida / PE",53476290883,pedromendonca,Sr. Enzo Gabriel Rodrigues,jribeiro@bol.com.br,513,-51.995964,-94.533529
O-,144,Interminei-Vianello e figli,2020-11-02,"Viale Virginia, 698, 00024, Castel Madama (RM)",STRCRD05S69C227T,gpedroni,Giada Lollobrigida,donatobadoer@tin.it,589,-25.412655,-40.182125
B+,2128,"Gozzi, Medici e Bonatti Group",2020-05-15,,DDUGRL48S25I758O,iammaniti,Ermanno Borroni-Gagliano,telemaconievo@gmail.com,736,33.026268,146.373777
