blood_group	user_id	company	registration	address	job	ssn	username	residence	name	current_location	mail	station_ID
A+	232	Ortiz LLC	12/06/2019, 00:00:00	"87262 Smith Loop Suite 092
Port Harold, IN 68807"		271-29-7463	gregory42		Megan Clark	(Decimal('-0.7822585'), Decimal('130.476144'))	bartonjennifer@hotmail.com	277
O-	520	Scott-Clay	11 Nov 2020	"67575 Ryan Mission
New Michael, ND 83276"	IT sales professional	414-89-3292	russellkayla		Vanessa Murray	(Decimal('-19.295207'), Decimal('-19.088612'))	sarah65@gmail.com	130
AB+	1532	合同会社斎藤銀行	09 Jul 2025		小説家	347-32-9158	yoshidahanako		鈴木 舞	(Decimal('77.8304535'), Decimal('28.905791'))	minoruyamamoto@gmail.com	171
O-	893	Bachmann KG	27 Jan 2019	"Vollbrechtplatz 3
53116 Soltau"	Drogist	584-54-5439	zobelgottlieb		Aldo Eberhardt	(Decimal('28.296003'), Decimal('134.152096'))	ingo53@hotmail.de	290
AB+	1779	Azevedo	06/28/2021, 00:00:00	"Campo de Duarte, 14
Bandeirantes
01306952 Fonseca Verde / RR"		50749863110	da-conceicaomaria-eduarda		Lucas Gabriel Sales	(Decimal('-64.6331445'), Decimal('92.060184'))	xnovaes@ig.com.br	300
AB+	1099	Miller, Pope and Garcia	13 Nov 2018	"54598 Jennifer Points Apt. 033
Port Kevin, MD 26885"	Child psychotherapist	680-50-0891	shannon45		Steven Gonzales	(Decimal('-62.383820'), Decimal('124.820315'))	zrobinson@hotmail.com	146
B+	468	Geisel Carsten GmbH	24 Oct 2021	"Gierschnerplatz 9
82821 Wolgast"		196-42-6609	hillermarco		Roland van der Dussen-Drewes	(Decimal('62.8146365'), Decimal('-92.636975'))	alexanderschmidt@yahoo.de	217
AB+	977	Cilea, Cardano e Angeli Group	03/01/2025, 00:00:00	"Contrada Cristina, 7 Piano 3
81052, Pignataro Maggiore (CE)"		TSCPRS93T42D705C	lucianigino		Sophia Rensi-Columbo	(Decimal('29.576506'), Decimal('89.907490'))	stella33@outlook.com	239
A+	488	Graham-Ingram	2020-08-01		Hotel manager	538-96-0048	taylorsamuel		John Moreno	(Decimal('85.6455975'), Decimal('-50.513171'))	melvin99@hotmail.com	503
AB-	1649	Toselli-Forza e figli	2019/03/05	"Strada Gionata, 0
51031, San Piero (PT)"		MRRNCL18P48G421T	sbonomo		Sig. Fredo Sagredo	(Decimal('-32.4839195'), Decimal('-163.247513'))	gianluigi40@hotmail.it	687
O-	517	有限会社佐藤農林	2023/06/28	新潟県三鷹市吾妻橋10丁目7番19号	アナウンサー	246-04-1017	takumasaito		渡辺 さゆり	(Decimal('-78.761896'), Decimal('-3.622872'))	uwatanabe@hotmail.com	588
B-	1631	da Mota Vieira S.A.	2024-04-18	"Estação Sampaio, 66
Santa Amelia
77941659 Ribeiro das Flores / MS"	Embalador	17492086520	nnogueira		Isabelly Novaes	(Decimal('12.494888'), Decimal('8.513974'))	theopereira@hotmail.com	487
A+	886	da Rosa Leão S/A	2025/01/08	"Viaduto Kevin Pinto, 24
Centro
17730-176 da Paz / RN"	Profissional de efeitos especiais	19684573219	maria-juliacunha		Valentim Pacheco	(Decimal('49.024972'), Decimal('143.232515'))	biancada-rocha@gmail.com	332
A+	1120	Nicolucci-Fagiani e figli	2022-11-28	"Rotonda Guglielmo, 272
73029, Vernole (LE)"		CGUMLD25H07E859J	tnonis		Annamaria Brunello	(Decimal('6.0696355'), Decimal('81.174316'))	filippamercati@libero.it	627
B-	1903	Dossi-Caboto s.r.l.	2025-07-18	"Rotonda Barcaccia, 9 Piano 4
67068, Cappelle Dei Marsi (AQ)"		CLNRLD74C62C886L	jvercelloni		Dott. Rosalia Ungaretti		lucadellucci@vodafone.it	127
A-	685	Haase AG	2025-09-10	"Schmidtgasse 53/63
68691 Donaueschingen"		889-74-4279	stiffeleberhard		Ing. Agata Striebitz	(Decimal('47.576311'), Decimal('70.388619'))	fannyhethur@gmx.de	91
AB-	1371	Tintzmann GmbH	20 Jul 2023	"Oda-Gunpf-Straße 713
45238 Hannoversch Münden"		479-05-2523	lbuchholz		Reinald Grein Groth	(Decimal('-37.545375'), Decimal('-64.187878'))	cemilwieloch@hotmail.de	524
A-	1566	da Costa e Filhos	2023/03/14	"Pátio Cavalcante, 10
Silveira
65159-106 da Luz / AP"		39705846120	lorenzo40		Anthony Campos	(Decimal('45.879364'), Decimal('5.945919'))	vmontenegro@ig.com.br	500
B+	1354	Gnatz AG	06/08/2024, 00:00:00	"Thiesstraße 1-3
40654 Forchheim"		553-76-7169	hiltrud72		Franz-Peter Hövel MBA.	(Decimal('-66.824145'), Decimal('-110.584253'))	ykobelt@googlemail.com	443
A+	1023	Travaglia-Pezzali s.r.l.	29 Jul 2023			CSTGLI37B62C259J	battistimonica		Maria Montessori	(Decimal('68.259420'), Decimal('-30.617612'))	lpalazzo@virgilio.it	411
AB-	1041	Stey	2019/02/16	"Paulo-Briemer-Allee 6
57310 Spremberg"	Fleischer	385-61-6307	ekarz		Luisa Knappe	(Decimal('-45.284082'), Decimal('59.394079'))	steinbergrobert@web.de	281
A+	2021	Kobelt Wiek e.V.	07/11/2025, 00:00:00	"Alice-Schuchhardt-Weg 2
47198 Wesel"		169-44-3151	witold01		Prof. Annett Hövel	(Decimal('-44.010825'), Decimal('124.212878'))	soedingmarius@yahoo.de	68
B+	2153	Schmidt Wohlgemut e.V.	07 Apr 2024	"Ilona-Reichmann-Straße 9/4
59715 Geldern"		053-22-1461	freudenbergertelse		Songül Kühnert MBA.	(Decimal('2.840312'), Decimal('-86.252281'))	folker01@yahoo.de	207
O-	456	田中食品有限会社	2022/03/03	静岡県渋谷区手岡1丁目22番11号 西川シティ084		693-21-3193	matsumotoyui		三浦 陽子	(Decimal('4.1413365'), Decimal('-48.553865'))	kazuya48@yahoo.com	743
O-	967	Eberhardt GmbH	16 Jan 2024	"Benjamin-Sontag-Allee 32
33016 Wunsiedel"		070-19-8503	benitagerlach		Ullrich Hethur-Krein	(Decimal('74.1886045'), Decimal('-4.200348'))	hans-joerg77@gmx.de	529
O-	724	Brito - EI	04 Mar 2022	"Morro Dias, 75
Santa Cruz
40000771 Abreu de Casa Grande / PB"		92753406170	yasmin07		Bárbara Rocha	(Decimal('63.807754'), Decimal('166.547932'))	matheus19@hotmail.com	259
O-	1468	高橋食品有限会社	2019-10-06	富山県四街道市平河町1丁目25番2号 コート三筋409	医療事務員	202-91-3987	yosukekobayashi		鈴木 翔太	(Decimal('34.236822'), Decimal('7.544582'))	akemiokamoto@hotmail.com	686
O+	761	Marques Machado Ltda.	2025/06/15		Agrônomo	39628541773	garciayago		Eloá da Paz	(Decimal('-9.359577'), Decimal('106.720915'))	martinsluiz-henrique@bol.com.br	195
B-	958	Wright, Jones and Mcmillan	23 Feb 2024	"918 Rodney Coves Apt. 908
West Erin, DC 51023"		186-35-3318	jmiller		Melissa Powell	(Decimal('-89.1514195'), Decimal('141.088851'))	fmiller@yahoo.com	43
A-	1224	合同会社佐藤農林	2025/07/31	熊本県山武郡横芝光町麹町19丁目24番20号 美原町ハイツ354	歯科医師	442-77-3217	chiyosato		石井 翼	(Decimal('-48.9685725'), Decimal('-128.273359'))	shota39@yahoo.com	368
O+	801	小川建設合同会社	2019-11-21	島根県横浜市栄区細野22丁目16番4号 蔵前パーク594	映画監督	625-20-2032	nhasegawa		清水 康弘	(Decimal('37.720140'), Decimal('-76.087895'))	yuki93@gmail.com	123
O+	2030	遠藤運輸合同会社	05/05/2020, 00:00:00			634-63-9901	jhashimoto		橋本 あすか	(Decimal('-87.347757'), Decimal('161.436876'))	efukuda@gmail.com	224
O+	159	有限会社中村運輸	2022/02/07		ウェブデザイナー	113-71-7852	hanakohashimoto		伊藤 零	(Decimal('39.071258'), Decimal('29.770017'))	usato@hotmail.com	514
B-	900	Scheuermann	2025-02-23	"Heidelore-Bolander-Ring 63
32886 Schweinfurt"	Polizist	003-70-9340	rafaelsontag		Heinz-Werner Schüler-Mude	(Decimal('50.5253595'), Decimal('-20.926987'))	zzorbach@aol.de	259
O+	1731	Barcella-Alfieri e figli	2025-06-22	"Piazza Giorgia, 44 Piano 0
20072, Pieve Emanuele (MI)"		MSTLNI14P03M062X	campiserossana		Antonietta Sordi-Pace	(Decimal('69.932282'), Decimal('-39.189642'))	dgregori@libero.it	740
AB-	45	Daugherty, Powers and Martin	2022-05-31	"91065 Lucas Islands
Williammouth, NC 43158"		749-54-4855	benjamincarpenter		Catherine Espinoza	(Decimal('-11.582891'), Decimal('-50.224264'))	jenniferperkins@yahoo.com	715
O-	158	株式会社田中運輸	12/11/2022, 00:00:00	埼玉県四街道市雷門41丁目13番17号	気象予報士	318-64-8149	oyamada		佐藤 晃	(Decimal('16.2209065'), Decimal('139.826479'))	kaori65@gmail.com	671
AB-	2105	Petralli, Foconi e Tirabassi s.r.l.	01/29/2021, 00:00:00	"Incrocio Mirco, 23 Piano 7
95122, Nesima Inferiore (CT)"	Barista	SLRRFL42L42M298L	ruggero22		Berenice Porzio	(Decimal('13.489127'), Decimal('-86.464393'))	piermaria95@tiscali.it	30
O-	806	Schuster Albers GmbH & Co. KGaA	11 Aug 2025	"Holstenplatz 9/2
38372 Erbisdorf"	Beamter	013-52-0628	leopoldsauer		Hans Peter Gute	(Decimal('-17.3254275'), Decimal('168.584220'))	patbergdoreen@aol.de	507
O-	1413	Kostolzin	13 Aug 2022	"Paffrathstraße 1/2
35583 Eichstätt"		803-85-6359	reinhardtkira		Willibald Höfig	(Decimal('-46.957402'), Decimal('-92.728425'))	bloechel@hotmail.de	98
B+	971	Novaes	2024-02-17			95027416849	zcamara		Cecilia Andrade	(Decimal('27.879538'), Decimal('142.240251'))	zlima@bol.com.br	511
O-	456	Luna SPA	23 Jan 2023			RSMLRA95M15G913A	amleto34		Sig.ra Antonia Nitti	(Decimal('-46.898099'), Decimal('86.492009'))	qodescalchi@yahoo.com	600
A+	727	Ginesio, Verdi e Piccio SPA	04/26/2022, 00:00:00	"Via Gianvecchio, 0 Appartamento 75
63858, Montefortino (FM)"		PLTRMR37R41H777Y	grecojuvara		Paola Errigo	(Decimal('-61.809460'), Decimal('178.947300'))	gcallegaro@yahoo.com	403
AB-	821	Sanchez, Taylor and Johnson	2023-09-25	"4701 Kristen Loaf
Bryanborough, ME 58681"		581-93-9183	uanderson		Ashley Watkins	(Decimal('84.7073145'), Decimal('67.366706'))	adam73@hotmail.com	527
B-	980	Barros Oliveira S/A	12/07/2020, 00:00:00			51409283615	benjamimalmeida		João Pedro Ribeiro	(Decimal('-80.4187675'), Decimal('-63.836668'))	dom47@gmail.com	381
A+	1193	Conti, Romiti e Bodoni SPA	2021-08-15	"Piazza Tresoldi, 0 Piano 5
24023, Clusone (BG)"		MSCVRL68P57C528J	cattaneoranieri		Aria Bevilacqua	(Decimal('85.698725'), Decimal('52.604243'))	guarino34@live.com	576
A-	774	Fernandes Ltda.	2019-04-28	"Conjunto Ana Julia Costela, 3
Vila Jardim Montanhes
81448-119 Fogaça / ES"		76491053857	nunesmaysa		Hellena Nunes	(Decimal('81.4907445'), Decimal('-51.582401'))	henry79@hotmail.com	523
B-	1386	Löchel	22 Aug 2023	"Netteallee 462
07541 Pasewalk"		494-11-5751	rfaust		Mareike Mende	(Decimal('-70.7712875'), Decimal('-157.919428'))	valentinaheinz@aol.de	580
AB-	1824	Donovan Ltd	20 Mar 2019	"56747 Sheila Squares Apt. 135
North Jose, MS 65792"		709-92-8318	evasquez		Jeremy Trevino	(Decimal('38.564837'), Decimal('81.916255'))	pamela96@yahoo.com	64
B+	516	西村水産株式会社	2022/05/25	福井県香取郡神崎町東大和町9丁目3番14号	検察官	161-79-3975	rmurakami		木村 さゆり	(Decimal('-85.071111'), Decimal('122.452666'))	naoko86@hotmail.com	698
AB+	840	Ochoa-Schmidt	2019-05-23	"Unit 3836 Box 2639
DPO AP 27872"	Outdoor activities/education manager	149-76-7476	valdezscott		Christopher Russell	(Decimal('-80.9414415'), Decimal('155.462969'))	delacruzrachel@yahoo.com	592
AB+	795	株式会社山本電気	05/28/2019, 00:00:00	鳥取県狛江市氏家37丁目22番20号 シティ津久戸町975		094-89-7877	shotakondo		高橋 香織	(Decimal('-0.669778'), Decimal('-73.507200'))	kaoriwatanabe@gmail.com	664
AB-	2034	Geisler Ernst KG	23 Nov 2019	"Täscheweg 35/20
08731 Königs Wusterhausen"		021-89-6203	andreyhoefig		Ferenc Bärer	(Decimal('51.107982'), Decimal('161.244239'))	dorothegraf@gmail.com	102
O-	1600	合同会社福田電気	07 Aug 2020	長崎県香取郡多古町中川崎16丁目16番14号 パーク北上野988	農家	290-74-8669	lsaito		井上 健一	(Decimal('-30.971486'), Decimal('-167.240118'))	satochiyo@hotmail.com	543
AB+	1964	渡辺鉱業合同会社	13 Apr 2020	奈良県匝瑳市小入34丁目5番11号 明石町コート580		214-67-7745	hideki00		小林 裕樹	(Decimal('-60.172458'), Decimal('154.152869'))	yui35@gmail.com	658
O-	195	Mies Pohl GbR	14 Mar 2019	"Bernd-Seidel-Allee 99-31
32712 Dinslaken"		806-31-2103	langesenta		Sandra Eberhardt	(Decimal('6.4082435'), Decimal('128.069455'))	schomberdorothea@googlemail.com	598
O-	1462	Martin, Roach and Davis	2022-08-05	"8119 Eric Hollow
Simmonsborough, OR 71315"	Doctor, hospital	285-80-0575	brookemccann		Melissa Montoya	(Decimal('-42.326160'), Decimal('-49.165216'))	bsullivan@hotmail.com	395
A+	1960	Renner	05/03/2019, 00:00:00	"Pölitzgasse 3/9
58876 Bitterfeld"	Winzer	998-70-3779	mijorosenow		Dipl.-Ing. Hans-Peter Kraushaar B.Eng.	(Decimal('23.581861'), Decimal('15.082102'))	gesa65@hotmail.de	557
AB+	1263	Kelly, Garza and Smith	2021-10-08	"0384 Arnold Row
Brownchester, NH 53830"		020-96-6401	kimberly12		Christina Ibarra	(Decimal('45.693631'), Decimal('-41.387878'))	dthomas@hotmail.com	205
AB+	24	Faggiani, Cicala e Bertoni e figli	24 Apr 2020	"Contrada Ermenegildo, 20 Piano 1
27045, Casteggio (PV)"		RSPSLV72M58B229G	francescobalbo		Dina Adinolfi	(Decimal('73.971909'), Decimal('42.421090'))	paolacostanzi@libero.it	437
AB-	1482	Thompson-Miller	08/15/2025, 00:00:00	"32990 Jessica Ville
Hendricksland, NY 22122"		121-02-9487	angela17		Jeff Barker	(Decimal('-12.9127795'), Decimal('112.444189'))	joannagonzalez@hotmail.com	649
AB+	1349	Swanson Inc	11/23/2021, 00:00:00	"7085 Jones Common
Archerfort, NM 44610"		587-91-7316	nbutler		Scott Craig	(Decimal('75.028919'), Decimal('-77.417809'))	fwatts@gmail.com	206
O+	319	Ziegert Köhler AG	11/10/2022, 00:00:00	"Margareta-Fröhlich-Gasse 9688
97331 Wolfenbüttel"		348-74-5562	jan24		Annita Hartmann	(Decimal('-48.9423675'), Decimal('-45.096109'))	giorgiohoefig@gmail.com	384
A+	421	Hettner AG	2024/09/26	"Kruschwitzplatz 84/91
39315 Spremberg"	Beamter	366-20-1523	klaus-petermeister		Anatol Hoffmann B.Eng.	(Decimal('28.5417885'), Decimal('-161.126264'))	margrafjasmin@aol.de	81
AB+	1494	有限会社後藤鉱業	2024/01/06	群馬県千代田区平河町27丁目23番4号 シャルム台場976		127-58-9683	chiyowatanabe		西村 淳	(Decimal('29.9742035'), Decimal('47.364396'))	tikeda@hotmail.com	190
A-	918	木村ガス株式会社	2019-03-02			711-87-6170	fokamoto		小川 明美	(Decimal('-73.9284465'), Decimal('-14.429385'))	cyamazaki@yahoo.com	421
B+	379	佐藤水産有限会社	08/26/2019, 00:00:00	茨城県南房総市箭坪36丁目24番4号		275-86-7931	yoichisasaki		鈴木 知実	(Decimal('44.857559'), Decimal('-79.315287'))	tsato@hotmail.com	423
O-	420	石井建設合同会社	14 Mar 2022	栃木県川崎市宮前区中鉢石町16丁目11番8号 東上野アーバン602		120-92-9508	moriakira		西村 翼	(Decimal('-42.833365'), Decimal('100.531520'))	ryoheimurakami@yahoo.com	450
A-	1370	Nohlmans GbR	2021/02/05	"Wendestraße 4115
57000 Neu-Ulm"	Altenpfleger	128-09-2827	losekannelizabeth		Britt Eigenwillig	(Decimal('55.8902565'), Decimal('68.870580'))	imeldakrebs@gmx.de	417
AB-	2104	Ziegert	2021-10-01	"Beierstr. 45-88
96472 Northeim"		840-73-6160	gierschnerwalther		Liselotte Freudenberger-Gröttner	(Decimal('77.1822905'), Decimal('-136.231775'))	drubinhatice@googlemail.com	167
AB-	1724	Brown, Peters and Garcia	03/04/2021, 00:00:00	"9704 Brittany Viaduct
West Pamelaberg, AK 66613"	Civil engineer, consulting	353-32-8936	andrelucas		Kristy Thompson	(Decimal('-20.9311275'), Decimal('-19.674616'))	wmoyer@yahoo.com	651
AB-	1967	Cunha S/A	2024/03/11	"Fazenda de Siqueira, 27
Vila Santa Monica 1ª Seção
99783-583 da Mata de Ribeiro / BA"		49618325024	vitor-gabriel48		Renan Borges		haraujo@uol.com.br	624
B+	309	Steinberg Stiftung & Co. KGaA	2019-04-26	"Kadeplatz 9-2
94445 Altötting"		328-38-0565	chiller		Reinhold Carsten	(Decimal('50.0838835'), Decimal('-30.168841'))	bogdan06@aol.de	170
O-	1332	Borrani e figli	02/04/2024, 00:00:00	"Contrada Durante, 429 Appartamento 8
85023, Forenza (PZ)"		MRSGNE08C14A310G	romeo50		Corrado Mondaini	(Decimal('-52.8524675'), Decimal('41.461880'))	merisigioachino@libero.it	563
B+	94	Matthäi KG	09/18/2022, 00:00:00	"Ingolf-Wilms-Ring 83/98
54221 Höxter"		919-67-6521	carl-heinz73		Reinhild Schmidt	(Decimal('-4.5212415'), Decimal('130.555156'))	bozena68@gmail.com	597
B-	1637	Aparecida	08 Oct 2019	"Via Murilo Almeida, 92
Vila Da Luz
99933-289 Freitas / AC"		89021346796	mda-mata		Heitor Costela		yurifogaca@hotmail.com	602
A+	1221	株式会社前田ガス	12/11/2022, 00:00:00	石川県富津市千束25丁目3番7号 隼町パレス825	絵本作家	328-36-0906	suzukiatsushi		藤田 花子	(Decimal('1.2425395'), Decimal('-170.839128'))	mikiyamamoto@gmail.com	230
AB+	1850	Garcia Group	06/18/2019, 00:00:00	"03701 George Rue Apt. 791
Lake David, TX 86447"		685-22-2822	russelldeborah		Sarah Valencia	(Decimal('-71.2568705'), Decimal('69.605195'))	igibson@yahoo.com	486
B+	1522	Köhler Stroh AG	2023/07/12	"Agnes-Dowerg-Platz 7
97637 Dachau"	Polizist	799-36-5738	gustavschweitzer		Bianka Löwer	(Decimal('70.1466005'), Decimal('-108.404676'))	thoralf11@yahoo.de	87
B-	613	橋本情報合同会社	16 Oct 2020	兵庫県利島村長畑10丁目19番5号		715-50-1555	hsato		田中 浩	(Decimal('-73.4909665'), Decimal('0.368178'))	jun21@gmail.com	214
O-	1842	Zanichelli-Pacillo e figli	2019-09-18	"Piazza Basso, 9 Piano 6
45034, Paviole (RO)"		BVLDNL78D03M421R	piergiannotti		Angelo Costalonga	(Decimal('53.4152725'), Decimal('-103.476554'))	torquatoblasi@alice.it	342
AB-	965	Patberg GmbH & Co. KG	08/05/2019, 00:00:00	"Sieglinde-Heinrich-Ring 49/75
71685 Wanzleben"		799-88-3485	soedingleonore		Constantin Tintzmann	(Decimal('-82.1973815'), Decimal('-60.747763'))	fedorputz@hotmail.de	452
O-	1376	Baxter, Solis and Khan	2021/07/23	"620 Dunn Forest Apt. 818
Mccartymouth, NH 05113"		354-02-5072	dsmith		Lauren Taylor	(Decimal('-38.281396'), Decimal('-107.186450'))	elizabeth70@gmail.com	685
A+	1595	田中ガス有限会社	13 Jul 2020	宮崎県横浜市神奈川区虎ノ門36丁目18番4号		710-75-2872	sotarofujiwara		田中 裕美子	(Decimal('-17.1750955'), Decimal('-137.414288'))	manabu69@gmail.com	416
AB-	1459	Lima	2020-06-30	"Rua Rebeca Fernandes, 6
Coração Eucarístico
95705922 Camargo / SE"	Especialista em agronegócios	24356871928	isismoura		Lorenzo Cardoso	(Decimal('23.4653295'), Decimal('142.744288'))	heitor91@yahoo.com.br	104
AB-	1637	Henschel AG & Co. OHG	2021-03-04	"Roseplatz 45
98717 Neu-Ulm"		218-51-2024	lissi53		Susanna Reinhardt		saskia05@yahoo.de	495
O-	1393	Hernandez-Osborn	10 Jun 2025	"USNS Mcdaniel
FPO AA 97132"		178-07-7814	patrickobrien		Sharon Rodriguez	(Decimal('-13.5889595'), Decimal('-178.754237'))	hickmandonald@hotmail.com	264
B+	8	合同会社佐藤印刷	04/15/2022, 00:00:00			056-90-1304	qtakahashi		木村 明美	(Decimal('63.5179915'), Decimal('-104.627695'))	fujiirei@gmail.com	320
A+	1145	White-Taylor	24 May 2021	"728 Myers Skyway Suite 662
South Anthony, WV 27270"		278-72-7750	haley11		Matthew Sanchez	(Decimal('31.943830'), Decimal('106.729007'))	ericporter@hotmail.com	321
O+	1907	Hörle GbR	11/27/2022, 00:00:00	"Karina-Ebert-Weg 11/41
13007 Neustadtner Waldnaab"		716-45-7345	franciscostiebitz		Emilie Müller	(Decimal('18.6345405'), Decimal('171.101173'))	writter@googlemail.com	587
O+	1163	Cox, Wright and Richards	2023/11/02	"988 Wagner Lakes Apt. 931
New Johnathanmouth, RI 85339"		129-80-9048	bbarnett		Brooke Alexander	(Decimal('-54.472981'), Decimal('97.930072'))	williamsshawn@yahoo.com	546
B+	645	Pastor	10/19/2022, 00:00:00	"Loteamento de Peixoto, 992
Boa União 1ª Seção
33973-177 da Rosa de Pimenta / RO"		46302951780	imarques		Ravi Lucca da Rocha	(Decimal('8.1072415'), Decimal('-55.698576'))	yan61@hotmail.com	642
A-	1880	Granatelli s.r.l.	20 Nov 2024		Naval architect	QRNPRC74C15M311Y	pietrobacosi		Piero Russo	(Decimal('-1.704566'), Decimal('119.940668'))	opizzifederigo@gmail.com	588
B-	642	Fritsch KG	2023/08/30	"Paul-Heinz-Margraf-Platz 39
52018 Bayreuth"		881-48-1092	ehenschel		Dipl.-Ing. Reingard Lübs MBA.	(Decimal('-23.155977'), Decimal('41.408308'))	hans-walterrosenow@web.de	416
O-	1573	青木運輸有限会社	2025-09-02	愛媛県御蔵島村外神田19丁目26番9号	小説家	753-30-9558	ryoheitakahashi		山下 くみ子	(Decimal('75.948554'), Decimal('81.628876'))	tanakamomoko@gmail.com	626
AB-	1927	Vergerio-Sanguineti SPA	2022-07-08	"Incrocio Arsenio, 21
85049, Trecchina (PZ)"	Marketing executive	CPPMTT39T64C995C	fornaciarimirco		Lodovico Dossi-Pigafetta	(Decimal('-80.3043265'), Decimal('41.363656'))	rienzogiulietta@vodafone.it	100
O+	1760	Cruz-Hudson	2024/09/13	"472 Bryant Glens Apt. 492
Scottmouth, NM 25626"	Science writer	562-46-2696	rebecca10		Tiffany Copeland	(Decimal('21.3434025'), Decimal('-20.994672'))	dcarrillo@gmail.com	664
A+	77	Gude Pohl GmbH & Co. OHG	12/28/2022, 00:00:00	"Roskothallee 12-88
08088 Erding"		884-29-0755	carlosbriemer		Stefan Lehmann	(Decimal('64.7849185'), Decimal('-1.467420'))	cstadelmann@aol.de	142
B-	535	Zaguri, Siffredi e Verga s.r.l.	2025/04/12	"Stretto Rocco, 47 Appartamento 4
56127, Pisa (PI)"		TLSMRZ57D65B532U	carolina65		Dott. Roberta Peranda	(Decimal('42.5825655'), Decimal('-4.648604'))	flavio03@tin.it	180
O-	1937	Almeida	16 Sep 2022	"Parque de Lopes, 341
Aarão Reis
14155351 Aragão do Amparo / PA"		83471209603	pedro-lucascamara		Alícia Nogueira	(Decimal('26.1947085'), Decimal('-121.426610'))	joao-pedro04@uol.com.br	198
A-	769	Puccini SPA	2019-04-01	"Stretto Giorgetti, 42
54021, Corlaga (MS)"		RGNGDU41B48A051C	giovannacuzzocrea		Cassandra Errigo		drossetti@poste.it	680
O-	773	Moreira Teixeira S.A.	08/04/2021, 00:00:00	"Fazenda de Nascimento, 5
Anchieta
67101-305 Freitas / SC"		45276903883	rebecamendonca		Aurora Leão	(Decimal('-51.001356'), Decimal('-172.394259'))	smoraes@gmail.com	488
B-	684	Chigi SPA	01/12/2024, 00:00:00	"Piazza Bianca, 51
33078, Gleris (PN)"		SNTPRL84T41G921N	imanolesso		Berenice Travia	(Decimal('81.717385'), Decimal('92.581830'))	olibonicostanzo@libero.it	84
